id,created_at,name,description,image_url,video_url,release_date,language,status,director_id,studio_id
117,2023-02-06 07:21:44.302507+00,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,https://youtu.be/9SA7FaKxZVI,2019-08-02,English,2,74,
122,2023-02-06 07:32:19.753914+00,The Hitman's Bodyguard,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg,https://youtu.be/IpKmt4MpctM,2017-08-16,English,2,62,19
126,2023-02-06 07:38:10.410336+00,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,https://youtu.be/sfM7_JLk-84,2020-12-25,English,2,77,7
133,2023-02-06 07:58:29.479637+00,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rAvgE4ms5eBJAz15Elk9t6MJzyU.jpg,https://youtu.be/cYX2_lDYZpI,2023-03-24,English,1,1,19
132,2023-02-06 07:55:58.52798+00,John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,https://youtu.be/M7XM597XO94,2019-05-17,English,2,1,19
131,2023-02-06 07:53:06.696932+00,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kL99FVq572hNPfMyfQCT7tGFNeQ.jpg,https://youtu.be/Sx1Qm3gavRg,2017-02-08,English,2,1,7
139,2023-02-06 08:23:06.626342+00,Ben & Jody,Two best friends band together with a group of villages to fight back against treacherous illegal loggers attempting to take away their land.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1zpRGNnbeMoDs300hqwAL0awiq6.jpg,https://youtu.be/mB2H_M9a_4g,2022-01-27,Indonesia,2,80,25
141,2023-02-06 08:26:33.945486+00,Gundala,"Sancaka has lived on the streets since his parents left him. Living a hard life, Sancaka survives by thinking about his own safety. When the condition of the city gets worse and injustice rages throughout the country, Sancaka must decide whether he continues to live to look after himself or rise to become their oppressed hero.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wZCo5qUz3IdIhs6466B9PpFglXU.jpg,https://youtu.be/fsXDJoSHqLs,2019-08-29,English,2,81,26
142,2023-02-06 13:46:48.114868+00,Star Wars: The Force Awakens,Star Wars: The Force Awakens,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,https://youtu.be/erLk59H86ww,2015-12-16,English,2,12,27
143,2023-02-06 13:53:21.900701+00,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,https://youtu.be/Wji-BZ0oCwg,2016-12-16,English,2,84,27
144,2023-02-06 13:54:59.169519+00,Star Wars: The Rise of Skywalker,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/db32LaOibwEliAmSL2jjDF6oDdj.jpg,https://youtu.be/adzYW5DZoWs,2019-12-20,English,2,12,27
145,2023-02-06 13:56:59.957984+00,Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ySaaKHOLAQU5HoZqWmzDIj1VvZ1.jpg,https://youtu.be/zB4I68XVPzQ,2017-12-15,English,2,82,27
146,2023-02-06 14:05:21.216183+00,Ip Man,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ggTTUXZg7trvAhsVj3eyd65bAnh.jpg,https://youtu.be/8NIZda2Kcl4,2008-12-18,Cantonese,2,85,28
147,2023-02-06 14:06:35.046189+00,Ip Man 2,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yB5v6wRhIoZxlDvCFFCQhUNezDY.jpg,https://youtu.be/gaBdgu00otE,2010-04-29,Cantonese,2,85,28
148,2023-02-06 14:07:41.98955+00,Ip Man 3,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/RTt4lgyTDI8JHMGbZGDDbcZmkM.jpg,https://youtu.be/-6-Uq1D_o2o,2015-12-24,Cantonese,2,85,28
149,2023-02-06 14:08:47.818363+00,Ip Man 4: The Finale,"Following the death of his wife, Ip Man travels to San Francisco to ease tensions between the local kung fu masters and his star student, Bruce Lee, while searching for a better future for his son.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/b5cz6BoyHrgBnhfDHOW5hXRWbln.jpg,https://youtu.be/oCBGTCNJW2g,2019-12-20,Cantonese,2,85,28
151,2023-02-07 05:06:18.200741+00,Quantum of Solace,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,https://youtu.be/BBqYaFEWBxI,2008-11-14,English,2,87,14
154,2023-02-07 05:14:39.141802+00,Skyfall,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,https://youtu.be/24mTIE4D9JM,2012-11-01,English,2,89,8
156,2023-02-07 05:47:45.531093+00,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,https://youtu.be/jqBLf1EjAPE,1995-04-07,English,2,55,8
163,2023-02-07 07:27:46.470779+00,Sniper: Ultimate Kill,"A ruthless Columbian drug lord has been using a cold-blooded assassin nicknamed The Devil to wipe out his competition. Sensing a threat to the US, the DEA hires a Marine sniper to kill The Devil, and capture the kingpin.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pi16aubY3qFKJWAh4npvm03ERkH.jpg,https://youtu.be/ZKBlKsx4N38,2017-10-03,English,2,95,8
166,2023-02-07 07:33:25.085769+00,Sniper: Reloaded,"Brandon Beckett (Collins), the son of the previous Sniper film's star Thomas Beckett (Tom Berenger), takes up the mantle set by his father and goes on a mission of his own.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7vJD3LtQvcgCSKN5v2Ff6D9uG6W.jpg,https://youtu.be/b47y89OUTrw,2011-04-26,English,2,95,8
150,2023-02-07 05:01:10.671419+00,No Time to Die,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,https://youtu.be/BIhNsAtPbPI,2021-09-30,English,2,86,12
152,2023-02-07 05:11:36.020892+00,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8Gv1dylImVuoj3bZtEWoL1TLl2q.jpg,https://youtu.be/U4NT78c-pYs,2006-11-15,English,2,88,14
158,2023-02-07 05:50:00.785851+00,Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,https://youtu.be/jKCj3XuPG8M,2020-01-17,English,2,90,8
162,2023-02-07 07:24:15.214589+00,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vJgtfUmZE5i4L12sOryAPuBa04K.jpg,https://youtu.be/cRbAXWfthtA,2015-03-06,English,2,94,7
165,2023-02-07 07:32:09.639975+00,Sniper: Assassin's End,"Special ops sniper Brandon Beckett and his legendary father look for a dark operative within the government, and take on Russian mercenaries and a yakuza-trained assassin.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/AiymaaYeAl9ZBoyUz2tz4k2XaKv.jpg,https://youtu.be/Ub9EikTkrTk,2020-06-16,English,2,97,8
168,2023-02-07 07:36:55.90877+00,Sniper: Special Ops,"A Special Ops military Force, led by expert sniper Sergeant Jake Chandler, are sent to a remote Afghan village to extract an American congressman being held by the Taliban.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jgE31g7hqV9UVJKqz3LCwm5oDb8.jpg,https://youtu.be/Ar-5PAj-YOc,2016-04-03,English,2,98,17
153,2023-02-07 05:13:06.190071+00,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/672kUEMtTHcaVYSVY4eiHEliHFa.jpg,https://youtu.be/kQx_SrKS1sQ,2015-11-04,English,2,89,8
155,2023-02-07 05:15:49.793264+00,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pThyQovXQrw2m0s9x82twj48Jq4.jpg,https://youtu.be/qGqiHJTsRkQ,2019-11-27,English,2,82,19
157,2023-02-07 05:48:58.880046+00,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg,https://youtu.be/g6vcdR30W1A,2003-08-06,English,2,55,8
160,2023-02-07 05:59:29.68193+00,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/korY0GInEJThWEm23MRmErQ3GqT.jpg,https://youtu.be/q9y3z-lx-ZE,2016-03-03,English,2,92,19
161,2023-02-07 06:00:47.482754+00,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ei2qjTiDpgKGuoSEntPCSAIhuvQ.jpg,https://youtu.be/ar-IaAx7s8k,2013-03-21,English,2,93,19
164,2023-02-07 07:30:52.524871+00,Sniper: Ghost Shooter,"Elite snipers Brandon Beckett and Richard Miller are tasked with protecting a gas pipeline from terrorists looking to make a statement. When battles with the enemy lead to snipers being killed by a ghost shooter who knows their exact location, tensions boil as a security breach is suspected. Is there someone working with the enemy on the inside? Is the mission a front for other activity? Is the Colonel pulling the strings?",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pk0OypQ6Z3rsOtl7r0UhTEEqu44.jpg,https://youtu.be/Y1IdgK-YtGQ,2016-08-02,English,2,96,8
159,2023-02-07 05:58:12.79027+00,Angel Has Fallen,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg,https://youtu.be/XF8h3hOGBJM,2019-08-23,English,2,91,19
167,2023-02-07 07:34:35.446855+00,Sniper: Legacy,"After several military leaders are assassinated, Brandon hears his father was one of the people killed. As he hunts the killers, Brandon learns his father is not dead, and he is being used as bait.",https://www.themoviedb.org/t/p/w300_and_h450_bestv2/a9L1t3vRaZRU1Fa0kolfQGiTCnQ.jpg,https://youtu.be/z6mE4lA6OjU,2014-09-30,English,2,96,8
