id,movie_id,category_id,created_at
389,125,10,2023-02-06 07:36:49.909768+00
390,126,1,2023-02-06 07:38:10.683316+00
391,126,2,2023-02-06 07:38:10.683316+00
392,126,10,2023-02-06 07:38:10.683316+00
393,127,1,2023-02-06 07:40:55.863938+00
394,127,6,2023-02-06 07:40:55.863938+00
395,127,18,2023-02-06 07:40:55.863938+00
396,128,14,2023-02-06 07:44:30.719017+00
397,128,6,2023-02-06 07:44:30.719017+00
398,128,3,2023-02-06 07:44:30.719017+00
399,128,18,2023-02-06 07:44:30.719017+00
400,129,1,2023-02-06 07:48:08.309325+00
401,129,18,2023-02-06 07:48:08.309325+00
402,6,1,2023-02-06 07:48:38.253695+00
403,6,17,2023-02-06 07:48:38.253695+00
404,6,6,2023-02-06 07:48:38.253695+00
405,6,18,2023-02-06 07:48:38.253695+00
414,133,1,2023-02-06 07:58:29.582412+00
415,133,17,2023-02-06 07:58:29.582412+00
416,133,18,2023-02-06 07:58:29.582412+00
417,132,1,2023-02-06 07:58:51.661123+00
418,132,17,2023-02-06 07:58:51.661123+00
